1.2187,65.8961,-2.2557
0.29013,82.4678,-6.2667
2.624,23.7084,5.6835
2.5791,78.7722,5.5323
-0.97205,99.2771,-3.686
2.4521,-27.2368,5.0461
1.7775,-34.3353,1.3422
-2.157,47.8967,3.6178
0.82773,19.9807,-4.4247
-1.6301,-43.5306,0.3876
1.877,17.389,1.9715
-1.2456,-40.7777,-2.0893
-1.7266,1.0884,1.0147
0.40864,-86.2208,-6.0015
-2.1118,2.1038,3.3678
0.261,2.0072,-6.3185
-2.3756,-68.8501,4.7132
-0.57085,38.7307,-5.503
1.7641,27.2727,1.2566
0.514,94.9467,-5.6949
0.18622,-42.3258,-6.4269
-1.9088,-56.9254,2.1686
-0.39167,13.3899,-6.0447
2.6112,-36.7805,5.6414
-1.3759,23.7798,-1.2667
-1.7565,-65.5965,1.2075
-3.0384,3.2667,6.5052
-3.1264,11.2005,6.5392
0.35019,-85.2536,-6.1431
-0.64774,54.4408,-5.2153
0.45575,-19.3862,-5.8725
0.14654,-21.5028,-6.4699
-2.7205,55.7038,5.9686
1.6607,13.7059,0.5872
0.71919,17.7741,-4.9203
0.7328,-52.0445,-4.8612
1.8289,41.1293,1.6695
1.4946,-72.3164,-0.4977
-3.1071,47.7035,6.5361
1.9527,12.9443,2.4376
-2.7917,-35.3807,6.1438
2.7245,70.5516,5.9793
1.1735,-66.5525,-2.5303
1.1289,-84.0862,-2.7971
0.3833,-8.1916,-6.0654
1.0371,-13.1771,-3.3267
-2.9487,-11.5183,6.4187
-0.20693,-97.9231,-6.4005
0.58779,-39.6738,-5.4424
2.0479,83.1835,3.0032
-1.4618,-40.7966,-0.7117
-2.5606,45.1664,5.4668
1.3663,24.1736,-1.3278
-0.77839,26.1343,-4.6568
0.10862,30.0412,-6.5015
2.3327,-33.7962,4.5144
0.36157,-94.2772,-6.1172
-1.7539,57.1177,1.1905
-1.3138,-88.5633,-1.6624
1.2497,27.6666,-2.0639
0.92808,76.5206,-3.9199
-2.1107,33.3337,3.3619
-0.73387,38.6455,-4.8565
-1.2304,29.9264,-2.1833
-0.88257,82.5736,-4.154
-0.69886,35.6044,-5.0069
1.5875,-60.1212,0.1095
1.1204,58.2001,-2.847
1.4213,-64.9607,-0.9738
-2.4931,63.5091,5.2122
3.0165,50.3368,6.4889
2.5745,21.703,5.5162
-0.25635,-90.8173,-6.3263
0.62623,56.2848,-5.299
1.9984,-55.3835,2.712
1.4634,35.5118,-0.7012
2.9663,-17.6799,6.4398
-2.8197,-36.9459,6.2041
-1.1639,-1.4527,-2.5882
-2.7921,-81.0034,6.1445
-1.6394,56.4872,0.4484
2.3174,24.7968,4.4418
-1.0523,-45.7504,-3.2411
-2.9407,73.8665,6.4085
-1.5856,97.0844,0.0967
-2.3399,6.5907,4.5487
-0.7628,56.7543,-4.7278
2.6018,-27.7751,5.6101
2.5827,-76.1757,5.5448
-2.9228,80.9013,6.384
2.7064,17.9992,5.9305
-2.7869,76.4319,6.1329
2.1961,13.7479,3.828
-0.24765,-86.479,-6.3405
-0.73379,48.0805,-4.8569
0.14029,-0.64815,-6.4757
2.0747,-96.6448,3.1578
-1.4825,-71.6198,-0.5769
-2.9344,-42.1372,6.4002
2.4747,-67.3791,5.1389
3.0723,-73.7395,6.5243
-0.20546,-25.9681,-6.4024
0.98999,74.713,-3.5885
-1.2888,-45.435,-1.8197
-2.6333,-62.7308,5.7133
1.6337,81.9218,0.411
0.90869,3.4899,-4.0206
1.2667,-90.9852,-1.9585
2.452,34.524,5.0457
-2.1057,0.5129,3.3336
0.19993,24.8005,-6.4097
2.919,13.8348,6.3786
0.48803,87.4976,-5.7765
-2.7548,31.7993,6.0568
-2.5171,21.7338,5.3055
1.9123,-93.5369,2.1903
0.13781,-40.4704,-6.478
1.0094,19.5435,-3.4818
-2.7549,78.2328,6.057
2.8484,-63.8248,6.2609
-2.6795,97.6063,5.8541
-0.45298,51.7965,-5.8804
2.6588,74.4231,5.7926
2.9114,-40.6479,6.3675
1.3197,80.2196,-1.6249
2.3512,65.7203,4.6012
-2.9204,81.2272,6.3806
0.80382,14.5192,-4.5385
1.4966,1.6443,-0.485
2.2923,-71.9523,4.3196
0.98731,18.5988,-3.6031
0.083985,-51.076,-6.5169
2.9751,83.2429,6.4496
0.9551,-77.8996,-3.777
0.091901,-3.7895,-6.5124
-2.7133,-22.2314,5.9492
1.9176,57.3311,2.2232
-2.3878,-17.6047,4.7681
1.8728,-49.456,1.9453
0.54965,-92.6533,-5.5767
1.1412,65.364,-2.7238
1.2561,-29.6456,-2.0245
-0.068189,-43.1746,-6.5248
-1.4705,52.9853,-0.6552
0.53017,7.7113,-5.6422
3.083,53.8316,6.5288
0.54097,58.1707,-5.6061
0.3074,-84.716,-6.2334
-0.16137,69.9455,-6.455
-0.60897,-52.6405,-5.3644
0.26068,-26.2186,-6.319
1.6243,53.8074,0.35
-0.96567,93.4906,-3.7204
-0.90599,-61.3611,-4.0346
-2.5695,-37.353,5.4985
2.8799,27.6929,6.3173
-1.8338,-33.3756,1.7003
-0.98636,78.9686,-3.6083
0.026138,12.4447,-6.5378
1.818,-29.8143,1.6003
-1.7582,64.5664,1.2182
-2.6638,-83.5629,5.8076
-1.1956,71.0991,-2.3967
-0.16149,-35.1526,-6.4549
-0.25105,34.8349,-6.335
0.46534,68.565,-5.8446
-2.6652,-48.03,5.8118
1.1785,-13.5001,-2.5005
-1.1076,-90.7856,-2.9224
-1.1916,-14.6755,-2.421
0.72616,-51.3971,-4.8902
2.1659,76.5595,3.6664
2.6908,12.5268,5.8867
-1.2379,54.0294,-2.1373
0.045366,22.517,-6.5333
1.1723,-83.2189,-2.5378
1.3453,-40.3242,-1.4624
-1.6764,-36.5112,0.6894
-1.3696,-49.8873,-1.3068
-2.3653,33.6288,4.6666
-1.3924,-50.4863,-1.1605
0.43208,-89.7305,-5.939
2.0305,-92.6109,2.9017
-1.4629,-39.562,-0.7042
1.0198,25.1515,-3.424
1.3342,-44.8331,-1.5331
3.117,-39.9107,6.538
0.0079505,-73.5355,-6.5398
2.4979,-52.4117,5.2314
-2.7201,-26.8752,5.9675
3.0725,-57.5951,6.5244
-1.335,0.91786,-1.5281
0.82039,-21.3633,-4.4599
1.1307,-73.9933,-2.7861
-2.7003,-90.9233,5.9134
0.33884,78.1632,-6.1681
0.53906,6.3092,-5.6126
0.90503,-18.4987,-4.0395
-1.4993,21.8421,-0.467
0.83432,51.8545,-4.3928
-1.672,-42.2549,0.6607
-2.999,-41.7126,6.4736
-0.91683,29.9261,-3.9786
0.67608,51.2336,-5.1014
2.415,79.1005,4.8884
-2.651,5.1742,5.7687
-2.8579,59.3225,6.2787
-1.1635,-52.8985,-2.591
-1.4612,-71.5232,-0.7151
-1.9236,66.6771,2.2597
1.54,48.7709,-0.2011
-1.4706,-77.3163,-0.654
-2.8338,-44.7761,6.2327
0.98872,25.3402,-3.5954
0.46563,-59.9283,-5.8437
-0.56942,-43.1373,-5.5081
2.0991,51.4703,3.2966
2.2991,-16.6131,4.3529
1.5238,-86.0129,-0.3075
2.8806,37.4381,6.3184
-1.5078,47.1252,-0.4119
-0.13434,74.275,-6.4811
-1.1149,12.2047,-2.8791
-1.5969,-73.1023,0.1705
-1.6486,-27.2654,0.5086
1.1818,-92.1961,-2.4804
1.1859,-47.8365,-2.4558
2.2405,9.2229,4.0598
-0.24819,-69.4668,-6.3396
-1.5344,-21.6708,-0.2378
2.9192,3.8848,6.3789
-2.3821,82.9789,4.7425
-0.27264,80.9366,-6.2984
-1.3075,56.4378,-1.7019
-2.7903,-57.3912,6.1406
1.7376,39.362,1.0857
2.5628,21.7765,5.4748
0.27996,50.6235,-6.2854
2.3704,78.7547,4.6897
2.2358,36.6489,4.0354
-0.58048,-90.4289,-5.4688
-1.6435,-97.2082,0.4751
-0.7433,81.4246,-4.815
-1.234,73.466,-2.161
-2.2169,-38.0175,3.9375
-0.51369,-57.9649,-5.6959
1.6805,-51.4909,0.7158
2.4262,-40.4914,4.9366
-1.9435,44.8239,2.3816
2.8702,80.2934,6.3007
1.2603,62.6944,-1.9981
2.3023,77.6426,4.3687
-1.6936,25.2951,0.8013
-1.6089,-11.464,0.2489
1.7768,43.1659,1.3377
-1.6045,47.5665,0.2205
2.5624,68.4465,5.4732
2.9623,-71.4281,6.4352
2.2425,52.4104,4.0702
1.6353,-8.1164,0.4214
-0.72832,-78.5143,-4.8808
-0.27978,-70.5507,-6.2857
-1.2969,-23.9165,-1.769
2.6675,-61.3064,5.8187
0.97421,-21.1543,-3.6743
-1.9259,-93.6529,2.2738
1.8964,-37.3349,2.0921
1.5516,18.1269,-0.1256
-1.2791,63.1006,-1.8809
2.4662,17.9166,5.1043
1.9804,11.0256,2.6045
1.9765,-92.3292,2.5813
2.1896,-77.1028,3.7936
-2.1917,45.6069,3.805
-1.8726,47.6017,1.9437
2.307,-58.1922,4.3915
1.4373,22.66,-0.8702
0.081507,91.8671,-6.5183
-1.9827,-59.8525,2.6183
0.99978,47.821,-3.5348
-0.78937,95.2159,-4.6061
-2.9204,-34.3507,6.3806
0.94851,-92.1299,-3.8122
-2.2895,-52.2521,4.3058
2.2579,82.8957,4.1484
-3.0938,-50.7637,6.5325
0.68945,96.9027,-5.0462
3.0116,23.8389,6.4848
2.8169,-25.2478,6.1982
-1.7118,13.6367,0.9188
0.3775,-43.7795,-6.0795
2.3386,69.1273,4.5424
0.92978,44.7337,-3.911
-1.4656,-75.6018,-0.6866
-2.1938,33.5812,3.8157
-1.027,23.537,-3.3838
1.7299,46.5873,1.0363
1.4846,-88.0199,-0.5629
-1.715,-6.7441,0.9398
2.5067,8.8481,5.2657
-2.7826,58.8985,6.1231
1.7269,1.8042,1.017
-2.9798,95.1055,6.4546
-1.6187,80.2024,0.3135
-0.32431,-87.4412,-6.1991
-2.5179,-26.3004,5.3088
0.085015,-23.9857,-6.5164
-3.1309,43.5154,6.5396
-0.97342,31.2774,-3.6786
-2.0776,24.2302,3.1746
-0.47368,35.4167,-5.8199
-2.0181,77.4911,2.8288
-2.1367,-80.4309,3.5066
1.6427,78.8152,0.4696
-1.5851,19.4467,0.0934
-2.6602,-46.6905,5.7967
2.176,36.8113,3.721
-0.079046,-28.6433,-6.5196
-1.8012,-54.2323,1.4934
1.6637,-20.7713,0.6066
2.0273,5.0056,2.8831
-2.4961,-90.3235,5.224
2.7576,22.9471,6.0637
3.0907,-4.6444,6.5315
3.0326,14.4133,6.5012
-1.6808,-76.5965,0.7178
-2.3224,48.3648,4.4657
-2.2725,-62.5696,4.2219
-0.65046,-32.8009,-5.2046
-0.25938,-79.4169,-6.3212
-2.0705,28.2797,3.1338
1.8076,-25.5281,1.534
-1.2152,79.5276,-2.277
1.4099,-18.6593,-1.0477
-1.9706,-89.6832,2.5458
2.7895,-15.876,6.1388
0.60409,2.7088,-5.3825
2.4871,-62.8335,5.1884
-2.5541,-88.6888,5.4435
-2.8423,36.5439,6.2492
-0.15391,85.4028,-6.4627
-0.55692,74.0012,-5.5517
1.3195,88.4733,-1.6264
-0.12459,-13.0778,-6.4893
0.075854,4.898,-6.5212
-0.19446,91.7086,-6.4167
2.2374,-38.8932,4.044
1.3843,70.9237,-1.2125
-1.2083,-68.6394,-2.319
